Tri,TriSig,Dex,DexSig
2836.5,0.30655,2836.5,0.05731
2836,0.29194,2836,0.05438
2835.5,0.28461,2835.5,0.05861
2835,0.27366,2835,0.05778
2834.5,0.25498,2834.5,0.04923
2834,0.24428,2834,0.04564
2833.5,0.24063,2833.5,0.05194
2833,0.23843,2833,0.05934
2832.5,0.23246,2832.5,0.05748
2832,0.22143,2832,0.05567
2831.5,0.20963,2831.5,0.05458
2831,0.20254,2831,0.05193
2830.5,0.19766,2830.5,0.05166
2830,0.19463,2830,0.05579
2829.5,0.18862,2829.5,0.05667
2829,0.18546,2829,0.05953
2828.5,0.18397,2828.5,0.05889
2828,0.17991,2828,0.05714
2827.5,0.17705,2827.5,0.06163
2827,0.16763,2827,0.064
2826.5,0.15915,2826.5,0.05904
2826,0.15585,2826,0.05334
2825.5,0.15283,2825.5,0.05199
2825,0.14628,2825,0.05407
2824.5,0.13798,2824.5,0.05607
2824,0.13509,2824,0.05525
2823.5,0.13437,2823.5,0.05225
2823,0.13207,2823,0.05454
2822.5,0.12297,2822.5,0.05607
2822,0.11366,2822,0.05666
2821.5,0.11499,2821.5,0.06034
2821,0.11841,2821,0.06102
2820.5,0.11688,2820.5,0.05837
2820,0.11181,2820,0.05295
2819.5,0.108,2819.5,0.05292
2819,0.10911,2819,0.05773
2818.5,0.11069,2818.5,0.05684
2818,0.10525,2818,0.05485
2817.5,0.09915,2817.5,0.05594
2817,0.09765,2817,0.05642
2816.5,0.09898,2816.5,0.06306
2816,0.09918,2816,0.06326
2815.5,0.09803,2815.5,0.0577
2815,0.09383,2815,0.05555
2814.5,0.08909,2814.5,0.0557
2814,0.0901,2814,0.05879
2813.5,0.08968,2813.5,0.05315
2813,0.08346,2813,0.04404
2812.5,0.08398,2812.5,0.05258
2812,0.08652,2812,0.06541
2811.5,0.08351,2811.5,0.06055
2811,0.07993,2811,0.05344
2810.5,0.07845,2810.5,0.05412
2810,0.0783,2810,0.05714
2809.5,0.07762,2809.5,0.06202
2809,0.07946,2809,0.06558
2808.5,0.07833,2808.5,0.0604
2808,0.07494,2808,0.05555
2807.5,0.068,2807.5,0.05077
2807,0.06339,2807,0.04712
2806.5,0.07083,2806.5,0.05298
2806,0.07258,2806,0.0584
2805.5,0.06735,2805.5,0.05652
2805,0.06585,2805,0.05589
2804.5,0.06459,2804.5,0.05662
2804,0.06442,2804,0.05525
2803.5,0.06593,2803.5,0.05604
2803,0.0682,2803,0.0584
2802.5,0.06778,2802.5,0.05518
2802,0.06247,2802,0.05163
2801.5,0.05903,2801.5,0.05678
2801,0.05933,2801,0.06245
2800.5,0.05572,2800.5,0.05855
2800,0.05689,2800,0.05679
2799.5,0.06109,2799.5,0.06086
2799,0.05884,2799,0.05921
2798.5,0.05862,2798.5,0.05282
2798,0.05955,2798,0.05498
2797.5,0.05714,2797.5,0.06109
2797,0.05918,2797,0.06114
2796.5,0.06565,2796.5,0.06307
2796,0.06444,2796,0.0622
2795.5,0.05528,2795.5,0.05493
2795,0.0537,2795,0.05691
2794.5,0.05533,2794.5,0.05753
2794,0.0533,2794,0.05741
2793.5,0.04779,2793.5,0.06044
2793,0.04392,2793,0.06158
2792.5,0.04635,2792.5,0.05924
2792,0.0507,2792,0.05411
2791.5,0.0506,2791.5,0.05235
2791,0.05085,2791,0.05614
2790.5,0.05032,2790.5,0.05802
2790,0.04816,2790,0.05797
2789.5,0.05065,2789.5,0.06052
2789,0.05911,2789,0.06235
2788.5,0.05861,2788.5,0.06069
2788,0.04832,2788,0.05725
2787.5,0.04382,2787.5,0.05629
2787,0.04608,2787,0.05892
2786.5,0.0473,2786.5,0.06059
2786,0.04682,2786,0.05761
2785.5,0.04754,2785.5,0.0551
2785,0.04651,2785,0.05268
2784.5,0.04523,2784.5,0.0535
2784,0.04349,2784,0.0554
2783.5,0.04195,2783.5,0.05612
2783,0.04559,2783,0.05797
2782.5,0.04419,2782.5,0.05595
2782,0.04258,2782,0.05558
2781.5,0.04538,2781.5,0.05772
2781,0.04111,2781,0.05446
2780.5,0.04067,2780.5,0.0548
2780,0.04282,2780,0.0562
2779.5,0.0435,2779.5,0.05451
2779,0.04665,2779,0.05758
2778.5,0.04655,2778.5,0.05864
2778,0.04262,2778,0.05404
2777.5,0.04178,2777.5,0.05345
2777,0.04131,2777,0.05362
2776.5,0.03947,2776.5,0.05505
2776,0.03945,2776,0.05906
2775.5,0.03698,2775.5,0.05355
2775,0.03339,2775,0.04601
2774.5,0.03394,2774.5,0.05023
2774,0.03571,2774,0.05652
2773.5,0.03594,2773.5,0.05495
2773,0.03384,2773,0.04903
2772.5,0.0312,2772.5,0.04799
2772,0.03421,2772,0.05199
2771.5,0.03736,2771.5,0.05453
2771,0.03284,2771,0.0525
2770.5,0.03336,2770.5,0.05266
2770,0.04064,2770,0.05923
2769.5,0.04395,2769.5,0.0638
2769,0.04442,2769,0.06338
2768.5,0.04011,2768.5,0.0595
2768,0.03172,2768,0.05508
2767.5,0.03042,2767.5,0.0552
2767,0.03349,2767,0.055
2766.5,0.03626,2766.5,0.05245
2766,0.03599,2766,0.04921
2765.5,0.02989,2765.5,0.04946
2765,0.02682,2765,0.05364
2764.5,0.03291,2764.5,0.05629
2764,0.03289,2764,0.05303
2763.5,0.02643,2763.5,0.05017
2763,0.0266,2763,0.0532
2762.5,0.02822,2762.5,0.05181
2762,0.03054,2762,0.05008
2761.5,0.03631,2761.5,0.05711
2761,0.04017,2761,0.06318
2760.5,0.03777,2760.5,0.05607
2760,0.03334,2760,0.05038
2759.5,0.02958,2759.5,0.05163
2759,0.02748,2759,0.05386
2758.5,0.02953,2758.5,0.05406
2758,0.03469,2758,0.05387
2757.5,0.03389,2757.5,0.05317
2757,0.03017,2757,0.05134
2756.5,0.03225,2756.5,0.04744
2756,0.03306,2756,0.0473
2755.5,0.03422,2755.5,0.05327
2755,0.03708,2755,0.06131
2754.5,0.03646,2754.5,0.06136
2754,0.03271,2754,0.05374
2753.5,0.03172,2753.5,0.04908
2753,0.03593,2753,0.05152
2752.5,0.0366,2752.5,0.05387
2752,0.03608,2752,0.05421
2751.5,0.03508,2751.5,0.05476
2751,0.02838,2751,0.0476
2750.5,0.0258,2750.5,0.04832
2750,0.03257,2750,0.05404
2749.5,0.03671,2749.5,0.05474
2749,0.03252,2749,0.0523
2748.5,0.0289,2748.5,0.04876
2748,0.032,2748,0.04739
2747.5,0.03386,2747.5,0.04871
2747,0.03297,2747,0.05082
2746.5,0.03461,2746.5,0.0501
2746,0.03574,2746,0.05015
2745.5,0.03287,2745.5,0.05
2745,0.03199,2745,0.0499
2744.5,0.03077,2744.5,0.05339
2744,0.03346,2744,0.05532
2743.5,0.03787,2743.5,0.05597
2743,0.03666,2743,0.05703
2742.5,0.03453,2742.5,0.0554
2742,0.03075,2742,0.04729
2741.5,0.02985,2741.5,0.04267
2741,0.02763,2741,0.04328
2740.5,0.0242,2740.5,0.04693
2740,0.0281,2740,0.05124
2739.5,0.03397,2739.5,0.053
2739,0.03838,2739,0.05275
2738.5,0.03773,2738.5,0.05209
2738,0.02815,2738,0.04824
2737.5,0.02423,2737.5,0.04804
2737,0.02528,2737,0.04655
2736.5,0.02748,2736.5,0.04236
2736,0.03264,2736,0.04548
2735.5,0.03604,2735.5,0.0531
2735,0.04059,2735,0.05871
2734.5,0.04384,2734.5,0.05669
2734,0.03982,2734,0.05196
2733.5,0.03199,2733.5,0.04951
2733,0.02758,2733,0.04992
2732.5,0.03125,2732.5,0.05511
2732,0.03832,2732,0.05817
2731.5,0.03813,2731.5,0.05379
2731,0.03304,2731,0.05054
2730.5,0.03404,2730.5,0.0526
2730,0.03823,2730,0.05458
2729.5,0.04074,2729.5,0.05599
2729,0.04158,2729,0.05881
2728.5,0.04131,2728.5,0.05746
2728,0.03623,2728,0.0506
2727.5,0.03057,2727.5,0.04559
2727,0.03247,2727,0.04605
2726.5,0.03329,2726.5,0.04856
2726,0.03254,2726,0.05147
2725.5,0.03309,2725.5,0.05248
2725,0.03319,2725,0.05158
2724.5,0.03125,2724.5,0.04951
2724,0.03447,2724,0.0553
2723.5,0.03484,2723.5,0.05597
2723,0.03174,2723,0.05324
2722.5,0.02693,2722.5,0.05089
2722,0.03092,2722,0.05099
2721.5,0.03498,2721.5,0.05189
2721,0.0319,2721,0.04923
2720.5,0.03284,2720.5,0.04806
2720,0.03503,2720,0.04993
2719.5,0.03154,2719.5,0.04978
2719,0.02937,2719,0.04886
2718.5,0.0275,2718.5,0.0469
2718,0.02535,2718,0.04574
2717.5,0.02783,2717.5,0.04904
2717,0.03114,2717,0.05325
2716.5,0.03082,2716.5,0.05379
2716,0.0302,2716,0.04856
2715.5,0.0365,2715.5,0.04779
2715,0.03767,2715,0.04802
2714.5,0.03115,2714.5,0.04523
2714,0.03194,2714,0.04858
2713.5,0.03474,2713.5,0.05473
2713,0.0322,2713,0.05354
2712.5,0.02867,2712.5,0.04791
2712,0.03087,2712,0.0526
2711.5,0.03352,2711.5,0.05899
2711,0.03062,2711,0.05422
2710.5,0.0315,2710.5,0.05094
2710,0.03309,2710,0.04791
2709.5,0.03127,2709.5,0.0463
2709,0.03107,2709,0.04849
2708.5,0.03224,2708.5,0.04846
2708,0.03276,2708,0.05126
2707.5,0.03326,2707.5,0.05607
2707,0.03359,2707,0.05169
2706.5,0.03029,2706.5,0.0463
2706,0.02877,2706,0.04806
2705.5,0.0294,2705.5,0.04792
2705,0.02783,2705,0.0476
2704.5,0.02833,2704.5,0.05054
2704,0.03389,2704,0.0537
2703.5,0.03603,2703.5,0.05486
2703,0.03409,2703,0.05199
2702.5,0.03137,2702.5,0.04831
2702,0.03022,2702,0.04955
2701.5,0.03125,2701.5,0.05209
2701,0.03291,2701,0.05218
2700.5,0.03034,2700.5,0.0474
2700,0.02895,2700,0.04548
2699.5,0.02512,2699.5,0.04533
2699,0.023,2699,0.0468
2698.5,0.02743,2698.5,0.047
2698,0.03134,2698,0.0467
2697.5,0.03197,2697.5,0.04948
2697,0.03312,2697,0.04819
2696.5,0.03538,2696.5,0.04724
2696,0.03035,2696,0.04734
2695.5,0.02418,2695.5,0.04471
2695,0.02635,2695,0.04744
2694.5,0.03182,2694.5,0.05679
2694,0.03695,2694,0.05748
2693.5,0.03828,2693.5,0.05332
2693,0.03407,2693,0.05498
2692.5,0.02855,2692.5,0.05005
2692,0.02845,2692,0.04563
2691.5,0.03623,2691.5,0.05131
2691,0.04014,2691,0.05625
2690.5,0.03544,2690.5,0.05297
2690,0.03039,2690,0.04595
2689.5,0.02897,2689.5,0.04585
2689,0.03483,2689,0.0493
2688.5,0.03815,2688.5,0.04801
2688,0.03422,2688,0.04646
2687.5,0.03384,2687.5,0.05008
2687,0.03274,2687,0.05052
2686.5,0.02847,2686.5,0.04764
2686,0.03234,2686,0.0469
2685.5,0.0365,2685.5,0.05027
2685,0.03468,2685,0.05097
2684.5,0.03074,2684.5,0.04832
2684,0.0306,2684,0.04685
2683.5,0.03648,2683.5,0.04811
2683,0.03574,2683,0.04765
2682.5,0.03187,2682.5,0.04479
2682,0.02737,2682,0.03994
2681.5,0.02642,2681.5,0.04312
2681,0.03024,2681,0.04918
2680.5,0.03299,2680.5,0.05154
2680,0.03539,2680,0.05003
2679.5,0.03311,2679.5,0.04797
2679,0.0321,2679,0.04935
2678.5,0.03538,2678.5,0.04819
2678,0.03733,2678,0.04628
2677.5,0.03747,2677.5,0.04938
2677,0.03543,2677,0.05028
2676.5,0.03049,2676.5,0.04474
2676,0.02532,2676,0.04156
2675.5,0.02647,2675.5,0.04419
2675,0.0318,2675,0.04692
2674.5,0.0373,2674.5,0.05287
2674,0.03807,2674,0.05615
2673.5,0.03326,2673.5,0.05174
2673,0.03065,2673,0.04357
2672.5,0.03237,2672.5,0.04225
2672,0.03294,2672,0.04708
2671.5,0.03205,2671.5,0.04985
2671,0.0318,2671,0.04933
2670.5,0.03134,2670.5,0.04603
2670,0.03079,2670,0.04335
2669.5,0.03386,2669.5,0.04168
2669,0.02922,2669,0.04277
2668.5,0.03165,2668.5,0.04879
2668,0.04285,2668,0.05426
2667.5,0.04059,2667.5,0.05391
2667,0.03077,2667,0.04921
2666.5,0.02662,2666.5,0.04588
2666,0.028,2666,0.0475
2665.5,0.0304,2665.5,0.0502
2665,0.03317,2665,0.04997
2664.5,0.03292,2664.5,0.04802
2664,0.03386,2664,0.04729
2663.5,0.03514,2663.5,0.04543
2663,0.032,2663,0.04273
2662.5,0.0314,2662.5,0.04457
2662,0.03329,2662,0.04904
2661.5,0.0319,2661.5,0.05023
2661,0.03139,2661,0.04978
2660.5,0.03536,2660.5,0.05166
2660,0.03528,2660,0.0494
2659.5,0.02979,2659.5,0.04441
2659,0.02752,2659,0.04169
2658.5,0.02835,2658.5,0.04362
2658,0.0297,2658,0.04752
2657.5,0.03009,2657.5,0.04936
2657,0.03059,2657,0.05012
2656.5,0.03227,2656.5,0.04928
2656,0.03432,2656,0.04519
2655.5,0.0309,2655.5,0.04467
2655,0.02838,2655,0.04802
2654.5,0.0315,2654.5,0.04646
2654,0.0318,2654,0.04558
2653.5,0.0303,2653.5,0.04792
2653,0.02853,2653,0.04705
2652.5,0.02835,2652.5,0.046
2652,0.02967,2652,0.0478
2651.5,0.03002,2651.5,0.05
2651,0.02777,2651,0.04841
2650.5,0.02272,2650.5,0.04024
2650,0.0198,2650,0.03588
2649.5,0.02205,2649.5,0.03857
2649,0.03085,2649,0.0462
2648.5,0.03805,2648.5,0.05223
2648,0.03526,2648,0.04978
2647.5,0.02757,2647.5,0.04685
2647,0.02653,2647,0.04682
2646.5,0.03119,2646.5,0.04804
2646,0.0265,2646,0.04839
2645.5,0.02222,2645.5,0.04678
2645,0.02653,2645,0.05037
2644.5,0.02915,2644.5,0.05204
2644,0.02947,2644,0.04785
2643.5,0.03127,2643.5,0.05092
2643,0.03292,2643,0.05131
2642.5,0.0309,2642.5,0.05268
2642,0.03102,2642,0.05119
2641.5,0.03015,2641.5,0.04801
2641,0.02863,2641,0.0507
2640.5,0.0319,2640.5,0.05233
2640,0.03217,2640,0.05111
2639.5,0.02798,2639.5,0.04938
2639,0.02622,2639,0.04611
2638.5,0.02578,2638.5,0.0427
2638,0.02632,2638,0.04267
2637.5,0.03064,2637.5,0.04521
2637,0.02972,2637,0.04646
2636.5,0.02642,2636.5,0.04322
2636,0.02947,2636,0.04169
2635.5,0.0313,2635.5,0.04509
2635,0.0275,2635,0.0475
2634.5,0.02625,2634.5,0.04685
2634,0.03014,2634,0.0472
2633.5,0.03129,2633.5,0.04729
2633,0.02963,2633,0.04824
2632.5,0.02638,2632.5,0.04742
2632,0.02387,2632,0.04538
2631.5,0.02174,2631.5,0.04343
2631,0.02272,2631,0.04206
2630.5,0.02288,2630.5,0.04054
2630,0.02325,2630,0.04041
2629.5,0.02522,2629.5,0.04379
2629,0.02822,2629,0.04469
2628.5,0.0268,2628.5,0.04267
2628,0.02483,2628,0.04585
2627.5,0.0271,2627.5,0.04923
2627,0.0263,2627,0.04754
2626.5,0.0239,2626.5,0.04685
2626,0.02385,2626,0.04369
2625.5,0.02672,2625.5,0.03909
2625,0.02637,2625,0.03894
2624.5,0.02147,2624.5,0.0435
2624,0.02247,2624,0.0468
2623.5,0.03029,2623.5,0.0496
2623,0.02997,2623,0.04729
2622.5,0.02492,2622.5,0.0426
2622,0.02483,2622,0.0425
2621.5,0.02537,2621.5,0.04158
2621,0.0269,2621,0.04262
2620.5,0.0291,2620.5,0.04273
2620,0.02638,2620,0.04134
2619.5,0.01927,2619.5,0.04153
2619,0.01937,2619,0.04481
2618.5,0.0264,2618.5,0.04827
2618,0.0296,2618,0.04636
2617.5,0.02665,2617.5,0.0418
2617,0.01989,2617,0.03929
2616.5,0.01982,2616.5,0.0437
2616,0.02577,2616,0.04601
2615.5,0.02667,2615.5,0.04529
2615,0.02209,2615,0.0436
2614.5,0.02079,2614.5,0.0427
2614,0.02107,2614,0.0436
2613.5,0.02238,2613.5,0.04243
2613,0.02413,2613,0.03912
2612.5,0.01969,2612.5,0.0362
2612,0.01856,2612,0.03696
2611.5,0.02432,2611.5,0.04188
2611,0.02695,2611,0.04543
2610.5,0.02435,2610.5,0.04106
2610,0.02283,2610,0.03808
2609.5,0.0225,2609.5,0.04355
2609,0.01899,2609,0.04417
2608.5,0.01792,2608.5,0.04151
2608,0.02154,2608,0.04139
2607.5,0.02417,2607.5,0.04136
2607,0.02335,2607,0.03974
2606.5,0.02004,2606.5,0.04208
2606,0.01874,2606,0.04631
2605.5,0.01931,2605.5,0.04657
2605,0.01658,2605,0.04427
2604.5,0.01759,2604.5,0.04265
2604,0.01743,2604,0.03855
2603.5,0.02037,2603.5,0.03939
2603,0.02412,2603,0.04404
2602.5,0.02435,2602.5,0.04615
2602,0.02152,2602,0.04354
2601.5,0.02112,2601.5,0.03974
2601,0.02227,2601,0.03902
2600.5,0.02463,2600.5,0.04049
2600,0.02525,2600,0.04086
2599.5,0.02458,2599.5,0.03902
2599,0.02413,2599,0.04133
2598.5,0.02392,2598.5,0.04412
2598,0.02119,2598,0.04039
2597.5,0.02125,2597.5,0.04216
2597,0.02508,2597,0.04662
2596.5,0.02765,2596.5,0.04476
2596,0.02883,2596,0.04581
2595.5,0.02783,2595.5,0.04548
2595,0.02648,2595,0.04049
2594.5,0.022,2594.5,0.03534
2594,0.02024,2594,0.03668
2593.5,0.02134,2593.5,0.03994
2593,0.02325,2593,0.04196
2592.5,0.021,2592.5,0.04168
2592,0.01676,2592,0.03887
2591.5,0.01576,2591.5,0.03763
2591,0.02007,2591,0.04191
2590.5,0.02533,2590.5,0.04588
2590,0.0254,2590,0.04134
2589.5,0.02059,2589.5,0.03949
2589,0.01628,2589,0.03858
2588.5,0.01931,2588.5,0.03939
2588,0.01946,2588,0.0394
2587.5,0.01634,2587.5,0.04067
2587,0.01696,2587,0.04581
2586.5,0.01623,2586.5,0.04328
2586,0.01711,2586,0.03912
2585.5,0.02242,2585.5,0.04113
2585,0.01832,2585,0.03852
2584.5,0.01596,2584.5,0.03755
2584,0.02237,2584,0.04216
2583.5,0.01884,2583.5,0.04034
2583,0.0151,2583,0.03673
2582.5,0.02298,2582.5,0.04178
2582,0.02375,2582,0.04362
2581.5,0.02095,2581.5,0.04461
2581,0.02632,2581,0.04925
2580.5,0.0275,2580.5,0.04516
2580,0.02295,2580,0.03939
2579.5,0.02665,2579.5,0.04144
2579,0.02767,2579,0.04175
2578.5,0.02129,2578.5,0.04211
2578,0.01628,2578,0.04093
2577.5,0.01912,2577.5,0.03912
2577,0.0223,2577,0.04251
2576.5,0.02082,2576.5,0.0419
2576,0.02094,2576,0.03904
2575.5,0.02335,2575.5,0.03661
2575,0.0225,2575,0.03588
2574.5,0.01951,2574.5,0.03763
2574,0.01483,2574,0.03673
2573.5,0.01312,2573.5,0.03399
2573,0.01668,2573,0.03319
2572.5,0.01881,2572.5,0.03142
2572,0.01951,2572,0.03361
2571.5,0.01955,2571.5,0.03371
2571,0.01741,2571,0.03239
2570.5,0.0154,2570.5,0.03387
2570,0.01495,2570,0.03481
2569.5,0.01881,2569.5,0.03994
2569,0.02292,2569,0.04241
2568.5,0.02252,2568.5,0.04101
2568,0.0202,2568,0.04044
2567.5,0.02149,2567.5,0.03932
2567,0.0229,2567,0.03548
2566.5,0.01792,2566.5,0.03488
2566,0.01802,2566,0.04071
2565.5,0.02267,2565.5,0.04534
2565,0.01954,2565,0.04163
2564.5,0.01714,2564.5,0.03533
2564,0.01688,2564,0.03175
2563.5,0.0149,2563.5,0.03142
2563,0.01944,2563,0.03531
2562.5,0.02092,2562.5,0.0396
2562,0.02313,2562,0.04141
2561.5,0.02109,2561.5,0.0381
2561,0.0136,2561,0.0388
2560.5,0.0138,2560.5,0.04305
2560,0.01699,2560,0.04111
2559.5,0.01914,2559.5,0.0376
2559,0.02092,2559,0.03594
2558.5,0.01969,2558.5,0.03506
2558,0.01837,2558,0.03561
2557.5,0.01946,2557.5,0.03344
2557,0.02057,2557,0.03279
2556.5,0.0211,2556.5,0.03591
2556,0.02072,2556,0.03696
2555.5,0.02129,2555.5,0.03808
2555,0.02248,2555,0.03832
2554.5,0.02119,2554.5,0.03474
2554,0.01528,2554,0.0308
2553.5,0.01199,2553.5,0.03152
2553,0.01408,2553,0.03666
2552.5,0.01535,2552.5,0.03912
2552,0.016,2552,0.03655
2551.5,0.01844,2551.5,0.03843
2551,0.02507,2551,0.04354
2550.5,0.02528,2550.5,0.04066
2550,0.01767,2550,0.03534
2549.5,0.01536,2549.5,0.03556
2549,0.01628,2549,0.04057
2548.5,0.01731,2548.5,0.04409
2548,0.01759,2548,0.04203
2547.5,0.01668,2547.5,0.0366
2547,0.01668,2547,0.03917
2546.5,0.01319,2546.5,0.0422
2546,0.01069,2546,0.03775
2545.5,0.01428,2545.5,0.03463
2545,0.01786,2545,0.03551
2544.5,0.01834,2544.5,0.03474
2544,0.01681,2544,0.03309
2543.5,0.01759,2543.5,0.03391
2543,0.02075,2543,0.03481
2542.5,0.02074,2542.5,0.03544
2542,0.01741,2542,0.03539
2541.5,0.01688,2541.5,0.03549
2541,0.02057,2541,0.03828
2540.5,0.02012,2540.5,0.04113
2540,0.01816,2540,0.0419
2539.5,0.01844,2539.5,0.03807
2539,0.01806,2539,0.03406
2538.5,0.01949,2538.5,0.03775
2538,0.02179,2538,0.04093
2537.5,0.02149,2537.5,0.04088
2537,0.01952,2537,0.04149
2536.5,0.0209,2536.5,0.03843
2536,0.02169,2536,0.03511
2535.5,0.01854,2535.5,0.0364
2535,0.01566,2535,0.0424
2534.5,0.01378,2534.5,0.0419
2534,0.0152,2534,0.03757
2533.5,0.01811,2533.5,0.03912
2533,0.01739,2533,0.03813
2532.5,0.01886,2532.5,0.03792
2532,0.01926,2532,0.03853
2531.5,0.01546,2531.5,0.03768
2531,0.01676,2531,0.0386
2530.5,0.01724,2530.5,0.03306
2530,0.01644,2530,0.0317
2529.5,0.01734,2529.5,0.04215
2529,0.01777,2529,0.04389
2528.5,0.02037,2528.5,0.03838
2528,0.01827,2528,0.03688
2527.5,0.0146,2527.5,0.0377
2527,0.0197,2527,0.04523
2526.5,0.02292,2526.5,0.04755
2526,0.01975,2526,0.04129
2525.5,0.01877,2525.5,0.03788
2525,0.01634,2525,0.03543
2524.5,0.01688,2524.5,0.03374
2524,0.01937,2524,0.03625
2523.5,0.01892,2523.5,0.04064
2523,0.0157,2523,0.04041
2522.5,0.01098,2522.5,0.03352
2522,0.01167,2522,0.03055
2521.5,0.01713,2521.5,0.03314
2521,0.01869,2521,0.03309
2520.5,0.01872,2520.5,0.03471
2520,0.02132,2520,0.03984
2519.5,0.01819,2519.5,0.04119
2519,0.01789,2519,0.0392
2518.5,0.01676,2518.5,0.03469
2518,0.01201,2518,0.03227
2517.5,0.01211,2517.5,0.03463
2517,0.0157,2517,0.03917
2516.5,0.0159,2516.5,0.0363
2516,0.01523,2516,0.03638
2515.5,0.01806,2515.5,0.04215
2515,0.01926,2515,0.04168
2514.5,0.01621,2514.5,0.03792
2514,0.01573,2514,0.03658
2513.5,0.01749,2513.5,0.03531
2513,0.01797,2513,0.03426
2512.5,0.01792,2512.5,0.0383
2512,0.01541,2512,0.04017
2511.5,0.01673,2511.5,0.03793
2511,0.01636,2511,0.0371
2510.5,0.01854,2510.5,0.03594
2510,0.02217,2510,0.03481
2509.5,0.01802,2509.5,0.03427
2509,0.01405,2509,0.03329
2508.5,0.01447,2508.5,0.03494
2508,0.02273,2508,0.03887
2507.5,0.02873,2507.5,0.04359
2507,0.02149,2507,0.04185
2506.5,0.01609,2506.5,0.03743
2506,0.0154,2506,0.03643
2505.5,0.01353,2505.5,0.03386
2505,0.01447,2505,0.03449
2504.5,0.01879,2504.5,0.03874
2504,0.02064,2504,0.04121
2503.5,0.02105,2503.5,0.039
2503,0.01887,2503,0.03417
2502.5,0.01571,2502.5,0.03504
2502,0.01442,2502,0.039
2501.5,0.01189,2501.5,0.03792
2501,0.01294,2501,0.03731
2500.5,0.01458,2500.5,0.03917
2500,0.01397,2500,0.03915
2499.5,0.01545,2499.5,0.03887
2499,0.02087,2499,0.03763
2498.5,0.02542,2498.5,0.0373
2498,0.0231,2498,0.03907
2497.5,0.0198,2497.5,0.03954
2497,0.0216,2497,0.03875
2496.5,0.02275,2496.5,0.03847
2496,0.01967,2496,0.03945
2495.5,0.01651,2495.5,0.03792
2495,0.01936,2495,0.03955
2494.5,0.02062,2494.5,0.04193
2494,0.01864,2494,0.04014
2493.5,0.01704,2493.5,0.03835
2493,0.01498,2493,0.03865
2492.5,0.01397,2492.5,0.03673
2492,0.01515,2492,0.03077
2491.5,0.01987,2491.5,0.0319
2491,0.01934,2491,0.03934
2490.5,0.00814,2490.5,0.03529
2490,0.00903,2490,0.03312
2489.5,0.02199,2489.5,0.04133
2489,0.02217,2489,0.04066
2488.5,0.01716,2488.5,0.03603
2488,0.01728,2488,0.03696
2487.5,0.0148,2487.5,0.03736
2487,0.01348,2487,0.03481
2486.5,0.01911,2486.5,0.03523
2486,0.01946,2486,0.03376
2485.5,0.01741,2485.5,0.03175
2485,0.01914,2485,0.03713
2484.5,0.02204,2484.5,0.04216
2484,0.02268,2484,0.03915
2483.5,0.01919,2483.5,0.03982
2483,0.01648,2483,0.04021
2482.5,0.01337,2482.5,0.03486
2482,0.01161,2482,0.03314
2481.5,0.01412,2481.5,0.03247
2481,0.01781,2481,0.03164
2480.5,0.01897,2480.5,0.03194
2480,0.01629,2480,0.03643
2479.5,0.0152,2479.5,0.04101
2479,0.0155,2479,0.03813
2478.5,0.0139,2478.5,0.03391
2478,0.01352,2478,0.03424
2477.5,0.01658,2477.5,0.03661
2477,0.01609,2477,0.03675
2476.5,0.01259,2476.5,0.03588
2476,0.0135,2476,0.03257
2475.5,0.01921,2475.5,0.03432
2475,0.02117,2475,0.03984
2474.5,0.01723,2474.5,0.03715
2474,0.01731,2474,0.03195
2473.5,0.01974,2473.5,0.03412
2473,0.0207,2473,0.03675
2472.5,0.01877,2472.5,0.03392
2472,0.01412,2472,0.03034
2471.5,0.01204,2471.5,0.0299
2471,0.01457,2471,0.03346
2470.5,0.01154,2470.5,0.03344
2470,0.01084,2470,0.03032
2469.5,0.01636,2469.5,0.03286
2469,0.01876,2469,0.03757
2468.5,0.01902,2468.5,0.03733
2468,0.01636,2468,0.03175
2467.5,0.01039,2467.5,0.0321
2467,0.01212,2467,0.03593
2466.5,0.02059,2466.5,0.03815
2466,0.02628,2466,0.04054
2465.5,0.02308,2465.5,0.0384
2465,0.01846,2465,0.03563
2464.5,0.01585,2464.5,0.03777
2464,0.01483,2464,0.03942
2463.5,0.01728,2463.5,0.03625
2463,0.01984,2463,0.03606
2462.5,0.01862,2462.5,0.03549
2462,0.01355,2462,0.03077
2461.5,0.00937,2461.5,0.03064
2461,0.01064,2461,0.03294
2460.5,0.01124,2460.5,0.03252
2460,0.00968,2460,0.03194
2459.5,0.01039,2459.5,0.0316
2459,0.01624,2459,0.03344
2458.5,0.01952,2458.5,0.03767
2458,0.01849,2458,0.03934
2457.5,0.01362,2457.5,0.03381
2457,0.01142,2457,0.02833
2456.5,0.01508,2456.5,0.02957
2456,0.01787,2456,0.03458
2455.5,0.0157,2455.5,0.03261
2455,0.01583,2455,0.03175
2454.5,0.01447,2454.5,0.03337
2454,0.01344,2454,0.03139
2453.5,0.01347,2453.5,0.0279
2453,0.00815,2453,0.02282
2452.5,0.00971,2452.5,0.02605
2452,0.01541,2452,0.03571
2451.5,0.01847,2451.5,0.0391
2451,0.01746,2451,0.03594
2450.5,0.01392,2450.5,0.03337
2450,0.01538,2450,0.03449
2449.5,0.0158,2449.5,0.03
2449,0.01435,2449,0.02565
2448.5,0.01638,2448.5,0.03
